























































































































100 2.3e-05
600 0.000651
1100 0.002192
1600 0.004459
2100 0.007873
2600 0.012715
3100 0.01858
3600 0.024696
4100 0.033066
4600 0.043393
5100 0.056018
5600 0.065545
6100 0.079823
6600 0.094335
7100 0.113138
7600 0.132273
8100 0.14984
8600 0.172135
9100 0.195275
9600 0.215041
10100 0.242909
10600 0.269771
11100 0.298017
11600 0.324243
12100 0.393682
12600 0.402979
13100 0.426523
13600 0.460248
14100 0.493486
14600 0.533411
15100 0.586454
15600 0.613948
16100 0.65627
16600 0.705392
17100 0.744804
17600 0.795218
18100 0.852927
18600 0.904674
19100 0.933768
19600 1.0035
20100 1.04055
20600 1.08734
21100 1.157
21600 1.20759
22100 1.26231
22600 1.32505
23100 1.38569
23600 1.45487
24100 1.50909
24600 1.58885
25100 1.69995
25600 1.71818
26100 1.79539
26600 1.86197
27100 1.93407
27600 2.04764
28100 2.13221
28600 2.21148
29100 2.25286
29600 2.30506
100 3.4e-05
600 0.00072
1100 0.002208
1600 0.004651
2100 0.007955
2600 0.012155
3100 0.017701
3600 0.024405
4100 0.033825
4600 0.042016
5100 0.053327
5600 0.06777
6100 0.079294
6600 0.097451
7100 0.112048
7600 0.130042
8100 0.1518
8600 0.186806
9100 0.19489
9600 0.219612
10100 0.241857
10600 0.279816
11100 0.295712
11600 0.328628
12100 0.363014
12600 0.392841
13100 0.426864
13600 0.460699
14100 0.507299
14600 0.534247
15100 0.574414
15600 0.615672
16100 0.66603
16600 0.702179
17100 0.745198
17600 0.794743
18100 0.831164
18600 0.886263
19100 0.947826
19600 0.994269
20100 1.04467
20600 1.09901
21100 1.15589
21600 1.21178
22100 1.27819
22600 1.34296
23100 1.3814
23600 1.47102
24100 1.53292
24600 1.58952
25100 1.64876
25600 1.7189
26100 1.7936
26600 1.84564
27100 1.9382
27600 2.03962
28100 2.08122
28600 2.20897
29100 2.25554
29600 2.30669
100 3.4e-05
600 0.000692
1100 0.002085
1600 0.004832
2100 0.008131
2600 0.012437
3100 0.018333
3600 0.024767
4100 0.035521
4600 0.04206
5100 0.052664
5600 0.068815
6100 0.079075
6600 0.095271
7100 0.11318
7600 0.13251
8100 0.151214
8600 0.173365
9100 0.192779
9600 0.21801
10100 0.247292
10600 0.270211
11100 0.30083
11600 0.331838
12100 0.360073
12600 0.393339
13100 0.448507
13600 0.461271
14100 0.497559
14600 0.537357
15100 0.61489
15600 0.614116
16100 0.667139
16600 0.700665
17100 0.757887
17600 0.793583
18100 0.855805
18600 0.896298
19100 0.937556
19600 0.996653
20100 1.0474
20600 1.1217
21100 1.18654
21600 1.2052
22100 1.26547
22600 1.31781
23100 1.37835
23600 1.48834
24100 1.51264
24600 1.64151
25100 1.65009
25600 1.72081
26100 1.79109
26600 1.85449
27100 1.93774
27600 2.039
28100 2.08185
28600 2.15122
29100 2.24357
29600 2.3862
