100 1e-06
600 1e-06
1100 1e-06
1600 1e-06
2100 1e-06
2600 1e-06
3100 0
3600 2e-06
4100 0
4600 0
5100 0
5600 2e-06
6100 1e-06
6600 1e-06
7100 1e-06
7600 2e-06
8100 1e-06
8600 2e-06
9100 2e-06
9600 1e-06
10100 1e-06
10600 2e-06
11100 1e-06
11600 1e-06
12100 1e-06
12600 1e-06
13100 1e-06
13600 2e-06
14100 1e-06
14600 3e-06
15100 5e-06
15600 4e-06
16100 1e-06
16600 1e-06
17100 1e-06
17600 1e-06
18100 2e-06
18600 1e-06
19100 2e-06
19600 1e-06
20100 1e-06
20600 0
21100 1e-06
21600 1e-06
22100 1e-06
22600 0
23100 2e-06
23600 2e-06
24100 1e-06
24600 0
25100 0
25600 4e-06
26100 2e-06
26600 2e-06
27100 2e-06
27600 1e-06
28100 3e-06
28600 0
29100 1e-06
29600 2e-06
