100 1.1725e-05
200 4.6075e-05
300 0.000102152
400 0.000180016
500 0.000139325
600 0.000199561
700 0.000270727
800 0.000340567
900 0.000473022
1000 0.000298047
1100 0.000376217
1200 0.000413215
1300 0.000477862
1400 0.000601795
1500 0.000667377
1600 0.000732
1700 0.00082601
1800 0.000897876
1900 0.000963435
2000 0.000598484
2100 0.00065417
2200 0.000704231
2300 0.000774962
2400 0.000878208
2500 0.00094438
2600 0.00100108
2700 0.00110454
2800 0.00111396
2900 0.00127682
3000 0.00135438
3100 0.00140111
3200 0.00156478
3300 0.00157701
3400 0.00163391
3500 0.00226027
3600 0.00247886
3700 0.00213063
3800 0.0024826
3900 0.00291253
4000 0.00123708
4100 0.00128746
4200 0.00135732
4300 0.00146128
4400 0.00155351
4500 0.00162016
4600 0.00165132
4700 0.00176565
4800 0.00172873
4900 0.00178384
5000 0.00236114
5100 0.00250973
5200 0.00195878
5300 0.00211818
5400 0.00211443
5500 0.00251579
5600 0.00308791
5700 0.00239725
5800 0.00247416
5900 0.00253777
6000 0.00261653
6100 0.00311779
6200 0.00352462
6300 0.00288076
6400 0.00403828
6500 0.00323888
6600 0.00310723
6700 0.00386935
6800 0.00385299
6900 0.00342214
7000 0.00366585
7100 0.00362748
7200 0.00366024
7300 0.00372862
7400 0.00383114
7500 0.00432252
7600 0.00473599
7700 0.00424363
7800 0.00424129
7900 0.00444852
8000 0.00319841
8100 0.00301021
8200 0.00274388
8300 0.00391011
8400 0.00276045
8500 0.00281482
8600 0.00317044
8700 0.00328418
8800 0.00304754
8900 0.00312596
9000 0.00392426
9100 0.0036004
9200 0.00329117
9300 0.0033381
9400 0.00342953
9500 0.00377684
9600 0.00355728
9700 0.00362099
9800 0.00367643
9900 0.0048326
10000 0.00378196
10100 0.003826
10200 0.003907
10300 0.004318
10400 0.004135
10500 0.004365
10600 0.004526
10700 0.004387
10800 0.004482
10900 0.004434
11000 0.004478
11100 0.005776
11200 0.004777
11300 0.00477
11400 0.00479
11500 0.005136
11600 0.005225
11700 0.005033
11800 0.005123
11900 0.005642
12000 0.005884
12100 0.005416
12200 0.005387
12300 0.005888
12400 0.005888
12500 0.005821
12600 0.005818
12700 0.005905
12800 0.006131
12900 0.006173
13000 0.006647
13100 0.006346
13200 0.006605
13300 0.006813
13400 0.007264
13500 0.007258
13600 0.007478
13700 0.007419
13800 0.007092
13900 0.007238
14000 0.007193
14100 0.007112
14200 0.007971
14300 0.007655
14400 0.007468
14500 0.008096
14600 0.008145
14700 0.008104
14800 0.007907
14900 0.008249
15000 0.008179
15100 0.00811
15200 0.008706
15300 0.00836
15400 0.008492
15500 0.009023
15600 0.008835
15700 0.008789
15800 0.009423
15900 0.009258
16000 0.005342
16100 0.00539
16200 0.00582
16300 0.005657
16400 0.005549
16500 0.005561
16600 0.006435
16700 0.005725
16800 0.006151
16900 0.006039
17000 0.006066
17100 0.005956
17200 0.006283
17300 0.006408
17400 0.006391
17500 0.006178
17600 0.00646
17700 0.006237
17800 0.006667
17900 0.007217
18000 0.006517
18100 0.006459
18200 0.006924
18300 0.006743
18400 0.006585
18500 0.007308
18600 0.006918
18700 0.00685
18800 0.006996
18900 0.007588
19000 0.007413
19100 0.007457
19200 0.007781
19300 0.007607
19400 0.00745
19500 0.007444
19600 0.007518
19700 0.007589
19800 0.007483
19900 0.008041
20000 0.007772
20100 0.008942
20200 0.008122
20300 0.008131
20400 0.008152
20500 0.00854
20600 0.008405
20700 0.008157
20800 0.008742
20900 0.008459
21000 0.008508
21100 0.008821
21200 0.009152
21300 0.00942
21400 0.008997
21500 0.009818
21600 0.008967
21700 0.009285
21800 0.009137
21900 0.009179
22000 0.010263
22100 0.009476
22200 0.009869
22300 0.009648
22400 0.009463
22500 0.010014
22600 0.009816
22700 0.009657
22800 0.01073
22900 0.01012
23000 0.010801
23100 0.010351
23200 0.010796
23300 0.010844
23400 0.010361
23500 0.010432
23600 0.010975
23700 0.01274
23800 0.011605
23900 0.011165
24000 0.011703
24100 0.011243
24200 0.011077
24300 0.011935
24400 0.011912
24500 0.011928
24600 0.011831
24700 0.011765
24800 0.011792
24900 0.011871
25000 0.012041
25100 0.01206
25200 0.012953
25300 0.012435
25400 0.012465
25500 0.0122
25600 0.01312
25700 0.012378
25800 0.012612
25900 0.012577
26000 0.013486
26100 0.012724
26200 0.012823
26300 0.01305
26400 0.013029
26500 0.013256
26600 0.012882
26700 0.013647
26800 0.013221
26900 0.013709
27000 0.014031
27100 0.014704
27200 0.014639
27300 0.014716
27400 0.013993
27500 0.014295
27600 0.014491
27700 0.014673
27800 0.014593
27900 0.015841
28000 0.014771
28100 0.014463
28200 0.015159
28300 0.014567
28400 0.015128
28500 0.015363
28600 0.015198
28700 0.015114
28800 0.015156
28900 0.016466
29000 0.015596
29100 0.01618
29200 0.015626
29300 0.017374
29400 0.016797
29500 0.015808
29600 0.017206
29700 0.015898
29800 0.016459
29900 0.016146
30000 0.018192
